序号,课程号,课程名称,开课单位,课程类型,班号,学分,起止周,上课时间,教师,备注
1701,104608,逻辑专题,数学科学学院,专业任选,1,3,1-16,星期三(第5节-第6节)(单) 星期五(第7节-第8节),Kyle Gannon,研本合上课程
1702,132312,数学分析 (II)习题,数学科学学院,专业必修,1,0,1-16,星期三(第10节-第11节),甘少波,
1703,136540,数值方法：原理，算法及应用,数学科学学院,通选课,1,3,1-16,星期二(第1节-第2节) 星期四(第7节-第8节)(双),卢朓,
1704,136730,衍生证券基础,数学科学学院,专业任选,1,3,1-16,星期一(第10节-第11节) 星期四(第5节-第6节)(单),程雪,
1705,137975,音乐与数学,数学科学学院,通选课,1,3,1-16,星期一(第10节-第11节),王杰,三节连排，申请使用理教108
1706,137976,数学应用与实践,数学科学学院,专业任选,1,1,1-16,,董子静,限数院同学选修
1707,334630,热质传输数值模拟,工学院,专业任选,1,3,1-16,星期二(第7节-第8节),邓航 邸元,周二7-9节 强基（能）+能
1708,1035470,化学整合科学实验,化学与分子工程学院,专业任选,1,2,9-16,星期三(第3节-第9节),黄岩谊,
1709,1130171,细胞遗传发育前沿,生命科学学院,专业任选,1,2,1-16,星期六(第3节-第4节)(单),郑鹏里,学年课程，秋季选课，春季给成绩。
1710,1130465,神经生物学前沿英文文献阅读理解,生命科学学院,专业任选,1,2,1-16,星期四(第10节-第11节),苗成林,
1711,1130805,生态学科研基本技能,生命科学学院,专业任选,1,2,1-16,星期三(第10节-第11节),王戎疆 李晟 张蔚,
1712,1130955,分子演化与系统发育,生命科学学院,专业任选,1,2,1-16,星期二(第3节-第4节),遇赫,本研合上课
1713,1133090,核酸生物学,生命科学学院,专业任选,1,2,1-16,星期一(第10节-第11节),汪阳明,研本合上课
1714,1134104,生命科学前沿文献阅读讨论（4）,生命科学学院,专业限选,1,2,1-16,星期六(第5节-第6节),梁希同,强化挑战班同学请选课。非强化挑战班同学如拟选课，请邮件联系2301110565@st
1715,1134106,生命科学前沿文献阅读讨论（6）,生命科学学院,专业限选,1,2,1-16,星期六(第10节-第11节),CHAMPER JACKSON,强化挑战班同学请选课。非强化挑战班同学如拟选课，请邮件联系2301110565@st
1716,1139201,神经生物学科研实践,生命科学学院,专业限选,1,3,1-16,,苗成林,供通过生理神经教研室科研实践答辩的同学选课
1717,1139772,创意性实践II,生命科学学院,专业限选,1,2,1-16,星期四(第5节-第8节),陶乐天 董巍 李美琪 陈江,二教地下 创意实验室
1718,1139980,生物信息学与生物物理学研究前沿,生命科学学院,专业任选,1,2,1-16,星期六(第3节-第4节)(单),李程 刘凤麟,学年课程，秋季选课，春季给成绩
1719,1139990,生态学与演化生物学研究前沿,生命科学学院,专业任选,1,2,1-16,星期六(第3节-第4节),王戎疆,学年课程，秋季选课，春季给成绩
1720,1139995,生态学科研规范与毕业论文,生命科学学院,专业必修,1,2,1-16,星期六(第3节-第4节)(双),王戎疆,学年课程，秋季选课，春季给成绩，双周上课
1721,1139996,植物生物学研究前沿,生命科学学院,专业任选,1,2,1-16,星期六(第3节-第4节)(单),秦跟基,学年课程，秋季选课，春季给成绩
1722,1630060,发展心理学,心理与认知科学学院,专业必修,1,3,1-16,星期二(第3节-第4节) 星期四(第1节-第2节)(双),苏彦捷,先修普心/心导
1723,1630073,记忆的神经生物学机制,心理与认知科学学院,专业任选,1,2,1-16,星期一(第10节-第11节),纳家勇治,英文授课，本研合上
1724,1630075,认知建模基础,心理与认知科学学院,专业任选,1,2,1-16,星期三(第7节-第8节),张航,本研合上，先修高数、统计、计算机语言
1725,1630076,心理干预I：情绪困扰的正念干预,心理与认知科学学院,专业任选,1,1,1-16,星期二(第7节-第8节),刘兴华,1-9周，本研合上，不可中期退课
1726,1630079,心理学导论,心理与认知科学学院,通选课,1,2,1-16,星期二(第10节-第11节),毛利华,心理学主辅双学生不能选
1727,1630090,变态心理学,心理与认知科学学院,专业必修,1,3,1-16,星期三(第7节-第8节),符仲芳,7-9，先修普心、发展、心理测量
1728,1630121,认知心理学,心理与认知科学学院,专业必修,1,4,1-16,星期一(第10节-第11节) 星期五(第10节-第11节),张亚旭 李健,先修普心、实心，收旁听
1729,1630180,工程心理学,心理与认知科学学院,专业任选,1,2,1-16,星期一(第10节-第11节),陈立翰,本研合上，不可中期退课
1730,1630330,心理学史,心理与认知科学学院,专业任选,1,2,1-16,星期四(第7节-第8节),侯玉波,先修普心、社心
1731,1630450,健康心理学,心理与认知科学学院,专业任选,1,2,1-16,星期四(第3节-第4节),周广玉,本研合上，先修普心、心统、实心
1732,1630640,视觉与视觉艺术,心理与认知科学学院,专业任选,1,2,1-16,星期一(第5节-第6节),张俊云,本研合上
1733,2030570,唐诗研究概论,中国语言文学系,专业任选,1,2,1-16,星期三(第5节-第6节),杜晓勤,
1734,2031130,索绪尔语言学理论,中国语言文学系,专业任选,1,3,1-16,星期一(第7节-第8节),李娟,三节连排
1735,2031240,诗经,中国语言文学系,专业任选,1,2,1-16,星期四(第3节-第4节),李林芳,
1736,2034010,五四新文化研究,中国语言文学系,专业任选,1,2,1-16,星期四(第5节-第6节),王风,研讨教室
1737,2034230,西方人文经典导读,中国语言文学系,专业任选,1,2,1-16,星期四(第5节-第6节),张辉,
1738,2034842,版本目录学基础（下）,中国语言文学系,专业任选,1,2,1-16,星期四(第10节-第11节),张学谦,古典班
1739,2035080,拉丁语基础（二）,中国语言文学系,专业任选,1,2,1-16,星期三(第5节-第6节),秦立彦,本研合上；研讨教室
1740,2130721,宗教改革时期的欧洲史,历史学系,全校公选课,1,2,1-16,星期五(第3节-第4节),HEATH SEAN TYSON,
1741,2131082,十七世纪全球普遍危机史,历史学系,全校公选课,1,2,1-16,星期四(第7节-第8节),HEATH SEAN TYSON,
1742,2131083,绝对君主制时代的法国 (1610-1715),历史学系,全校公选课,1,2,1-16,星期四(第3节-第4节),HEATH SEAN TYSON,
1743,2131201,城市历史上的自然与文明,历史学系,全校公选课,1,2,1-16,星期二(第5节-第6节),侯深,
1744,2132460,中国古代史练习,历史学系,专业必修,1,2,1-16,星期四(第5节-第6节),党宝海,
1745,2133102,基督教拉丁语(2),历史学系,全校公选课,1,2,1-16,星期一(第5节-第6节),李文丹,开卷
1746,2133242,基础古希腊语（2）,历史学系,全校公选课,1,3,1-16,星期二(第5节-第6节) 星期四(第5节-第6节),陈莹雪,
1747,2230311,考古数据分析,考古文博学院,专业限选,1,3,1-16,星期一(第5节-第8节),宋殷,红五楼5211
1748,2230470,科技考古,考古文博学院,专业必修,1,2,1-16,星期一(第7节-第8节),吴小红,
1749,2230473,考古化学,考古文博学院,专业限选,1,2,1-16,星期三(第1节-第2节),崔剑锋,本研合上
1750,2230562,学年论文,考古文博学院,专业必修,1,1,1-16,,沈睿文,
1751,2230961,田野考古技术专题,考古文博学院,专业必修,1,3,1-16,星期四(第2节-第4节),张海,红五楼5211
1752,2230970,考古学和科技史,考古文博学院,专业限选,1,2,1-16,星期二(第1节-第2节),陈建立,
1753,2232102,中国考古学（上二）,考古文博学院,专业必修,1,2,9-16,星期二(第5节-第6节) 星期四(第5节-第6节),张弛,
1754,2232210,考古学通论,考古文博学院,全校公选课,1,4,1-16,星期二(第1节-第2节) 星期三(第1节-第2节),韦正 赵昊,
1755,2233020,美术色彩基础,考古文博学院,专业必修,1,4,1-16,星期四(第5节-第10节),徐乙宁,博物馆207
1756,2234050,世界考古学（下）,考古文博学院,专业必修,1,2,1-16,星期四(第5节-第6节),王姝婧,研讨教室；本研合上
1757,2330051,西方哲学（上）,哲学系,专业必修,1,3,1-16,星期三(第3节-第4节),先刚,
1758,2330052,西方哲学（上）,哲学系,专业必修,1,2,1-16,星期三(第3节-第4节),先刚,
1759,2332230,中国基督教史,哲学系,专业任选,1,2,1-16,星期三(第7节-第8节),肖清和,
1760,2332991,中国礼学史,哲学系,专业任选,1,2,1-16,星期四(第5节-第6节),吴飞,本研合上
1761,2433311,全球化与当代国际关系专题,国际关系学院,专业任选,1,3,1-16,星期三(第7节-第9节),王栋,国关C109
1762,2532260,信息经济学,经济学院,专业必修,1,3,1-16,星期三(第3节-第4节) 星期四(第3节-第4节)(双),胡涛,
1763,2930141,刑事诉讼案例研习,法学院,专业限选,1,3,1-16,星期二(第7节-第8节),陈永生,本硕合 改7-9
1764,2930219,法律实训,法学院,专业必修,1,1,1-16,,刘哲玮,
1765,2930227,社会事业法,法学院,专业任选,1,3,1-16,星期四(第10节-第11节),湛中乐,本硕合 改10-12
1766,2930530,外国宪法,法学院,通选课,1,2,1-16,星期二(第10节-第11节),左亦鲁,
1767,0293063a,刑事侦查学,法学院,专业限选,1,2,1-16,星期五(第1节-第2节),陈永生,
1768,3031170,信息存储与检索上机,信息管理系,专业必修,1,0,1-16,星期三(第1节-第2节),赵丹群,和信息存储检索安排一个教室
1769,3033931,Python数据分析上机,信息管理系,专业必修,1,0,1-16,星期一(第10节-第11节),步一 孟凡,该课程必须与03033930Python数据分析同时选。
1770,3034000,数据出版,信息管理系,专业任选,1,2,1-16,星期三(第7节-第8节),黄国彬,
1771,3231130,地方政府管理,政府管理学院,专业必修,1,3,1-16,星期二(第2节-第4节),万鹏飞 向天怡,政管505
1772,3231160,人力资源开发与管理,政府管理学院,专业必修,1,3,1-16,星期四(第7节-第9节),句华,政管506
1773,3231260,城市规划,政府管理学院,专业必修,1,3,1-16,星期一(第1节-第3节),沈体雁,政管504
1774,3232630,经济学原理,政府管理学院,专业必修,1,3,1-16,星期一(第7节-第9节),王镝,政管506
1775,3232840,政治学研究方法,政府管理学院,专业必修,1,3,1-16,星期二(第7节-第8节),严洁 罗祎楠,连上三节，周二下午7--9节，优先一教
1776,3232910,人文社科经典阅读,政府管理学院,专业限选,1,2,1-16,,杨立华 段德敏 张允起 张波,仅限政府管理学院2025届本科毕业生选课，非课堂教学
1777,3233380,公共政策评估,政府管理学院,通选课,1,3,1-16,星期四(第2节-第4节),杨文辉,政管503
1778,3233560,公共管理学思维训练与写作（一）,政府管理学院,专业必修,1,1,1-8,星期二(第5节-第6节),封凯栋 孙铁山 刘颜俊 罗祎楠 庞亮 向天怡,政管B105
1779,3631230,法语国家及地区概况,外国语学院,专业任选,1,2,1-16,星期三(第5节-第6节),周莽,
1780,3632182,德语语言学导论（二）,外国语学院,专业任选,1,2,1-16,星期一(第5节-第6节),林琳,
1781,4630832,综合实验课程I,元培学院,专业必修,1,4,1-16,星期五(第5节-第12节),白凡 黄岩谊,
1782,4630998,整合科学科学实践课（下）,元培学院,专业必修,1,3,1-16,,齐志,
1783,4632031,人工智能系统实践(III),元培学院,专业限选,1,2,1-16,,杨耀东,
1784,4632032,人工智能系统实践I,元培学院,专业必修,1,2,1-16,星期三(第7节-第8节),朱毅鑫,
1785,4632043,人工智能的硬件基石：从物理器件到计算架构,元培学院,专业任选,1,2,1-16,星期一(第5节-第6节),陶耀宇,
1786,4832710,自然语言处理中的经验性方法,信息科学技术学院,专业任选,1,3,1-16,星期一(第10节-第11节),冯岩松,本课程三节连上，每周一10-12节
1787,4832930,电子技术实验,元培学院,专业必修,1,2,1-16,星期三(第5节-第8节),郭强,
1788,4834360,认知科学,信息科学技术学院,专业任选,1,2,1-16,星期四(第7节-第8节),查红彬,
1789,4835110,可视化看中国,信息科学技术学院,通选课,1,2,1-16,星期三(第10节-第11节),袁晓如 裴玉茹 史睿 王长松 杨海峥,
1790,4835480,大规模语言模型与自然语言生成,信息科学技术学院,专业任选,1,2,1-16,星期二(第3节-第4节),万小军,
1791,6239087,中国经济专题小班讨论课,国家发展研究院,专业必修,1,1,1-16,星期二(第7节-第8节)(双),李力行,
1792,6239115,公共财政学,国家发展研究院,专业限选,1,3,1-16,星期一(第7节-第8节),李玲,周一7-9三节连上
1793,12631180,环境污染数值模拟,城市与环境学院,专业必修,1,2,1-16,星期二(第10节-第11节),钟奇瑞,前6周在院楼108，第7周起在105，环健生态任，本研合上
1794,12731010,人类生存发展与环境保护,环境科学与工程学院,通选课,1,2,1-16,星期一(第10节-第11节),陈忠明,
1795,23200004,理工科文献检索和科技写作,材料科学与工程学院,专业任选,1,2,1-16,星期一(第7节-第8节),占肖卫,
1796,23200008,有机材料和器件,材料科学与工程学院,专业任选,1,2,1-16,星期三(第10节-第11节),雷霆,
1797,23200010,材料物理,材料科学与工程学院,专业必修,1,3,1-16,星期一(第3节-第4节)(双) 星期三(第7节-第8节),彭丽聪 张青,
1798,23200012,前沿材料设计与应用,材料科学与工程学院,专业任选,1,2,1-16,星期二(第7节-第8节),莫凡洋 陈默涵 许审镇 窦锦虎 沈杰 林立 赵晓续 彭丽聪,
1799,23200029,金属材料科学与工程,材料科学与工程学院,专业任选,1,2,1-16,星期一(第7节-第8节),郑玉峰,
1800,23200030,无机非金属材料科学与工程,材料科学与工程学院,专业任选,1,2,1-16,星期五(第5节-第6节),沈杰,
1801,100877,贝叶斯理论与算法,数学科学学院,专业任选,1,3,1-16,星期一(第3节-第4节) 星期三(第7节-第8节)(单),张成,研本合上课程
1802,100883,计算系统生物学,数学科学学院,专业任选,1,3,1-16,星期二(第1节-第2节) 星期四(第3节-第4节)(单),张磊,研本合上课程
1803,101756,现代统计模型,数学科学学院,专业任选,1,3,1-16,星期二(第5节-第6节)(双) 星期五(第3节-第4节),邱宇谋,研本合上课程
1804,102893,生物统计,数学科学学院,专业任选,1,3,1-16,星期二(第7节-第8节)(单) 星期四(第3节-第4节),胡懿娟,研本合上课程
1805,103079,理论机器学习,数学科学学院,专业任选,1,3,1-16,星期一(第7节-第8节) 星期三(第7节-第8节)(双),张志华,选过 《高维概率》学生，研本合上课程
1806,110960,模式识别,数学科学学院,专业任选,1,3,1-16,星期三(第3节-第4节)(双) 星期五(第3节-第4节),甘锐,研本合上课程
1807,112650,随机过程论,数学科学学院,专业任选,1,3,1-16,星期三(第3节-第4节)(双) 星期五(第1节-第2节),蒋达权,研本合上课程
1808,113520,群论选讲,数学科学学院,专业任选,1,3,1-16,星期一(第1节-第2节) 星期三(第3节-第4节)(单),王立中,研本合上课程
1809,131460,线性代数 (B),数学科学学院,专业必修,1,4,1-16,星期一(第3节-第4节) 星期三(第1节-第2节),徐晓濛,
1810,132332,高等代数（II）习题,数学科学学院,专业必修,1,0,1-16,星期四(第10节-第11节)(双),高峡,
1811,132612,线性代数A (II),数学科学学院,专业必修,1,4,1-16,星期一(第3节-第4节) 星期三(第1节-第2节),赵玉凤,
